0,1,2,3,4,5,6,7,8,9,10,11,12,13,binary_label
12780.json,half-true,Says Donald Trump said a woman should be punished for exercising her right to choose.,abortion,barbara-boxer,U.S. Senator,California,democrat,2.0,0.0,3.0,4.0,1.0,remarks at the Democratic National Convention in Philadelphia,1
965.json,half-true,"Senator Chris Dodd, chairman of the Senate Banking Committee, placed an amendment in the stimulus bill that allowed for banks bailed out with taxpayer money including AIG to hand out huge bonuses.",economy,national-republican-senatorial-committee,,,republican,11.0,5.0,7.0,2.0,5.0,a fundraising e-mail.,1
2732.json,true,"Decorated Marine, two-tour Iraq war vet.","candidates-biography,iraq,job-accomplishments,message-machine,military,public-service,veterans",josh-mandel,Ohio treasurer,Ohio,republican,4.0,5.0,4.0,5.0,6.0,a campaign ad,1
12484.json,mostly-true,Says Donald Trump said the U.S. should encourage Japan to get nuclear weapons.,"foreign-policy,nuclear",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a foreign policy speech,1
11149.json,mostly-true,"Since parole abolition, Virginias crime rate has fallen to third lowest in the country, our recidivism rate is down 20 percent and thats the second lowest in the country.","crime,criminal-justice",mark-obenshain,State senator,Virginia,republican,1.0,0.0,1.0,2.0,0.0,a radio interview,1
12513.json,mostly-true,Says Hillary Clinton plans to massively increase admissions (of Middle East refugees) including a 500 percent increase in Syrian refugees coming into our country.,"families,foreign-policy,homeland-security,human-rights,immigration,terrorism",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech,1
3451.json,half-true,"If you look at the jobs lost in the private sector as opposed to the job gains in the public sector, its out of whack. The governments growing and the private economys shrinking.","economy,government-efficiency,jobs",steve-latourette,Former U.S. representative from Ohio's 11th District,Ohio,republican,0.0,0.0,3.0,1.0,0.0,a newspaper interview,1
7097.json,half-true,"Says 40 years ago, the U.S. placed Texas under Voting Rights Act for failing to print ballots in Spanish.","civil-rights,elections",terral-smith,,,republican,0.0,0.0,1.0,0.0,0.0,an opinion column in the Austin American-Statesman,1
9996.json,true,"[When I was mayor] Providence was one of the five renaissance cities of America, according to USA Today in those days. Money magazine said it was the fifth best city to live in in America. In addition to that, All Cities Almanac said in 1994, I believe, that it was the safest city in America.","candidates-biography,city-government,debates,job-accomplishments",vincent-buddy-cianci,,Rhode Island,independent,0.0,2.0,1.0,2.0,1.0,a TV debate,1
9425.json,half-true,The Obama administration went to court to keep one of these five in jail at Guantanamo just three years ago because he was such a huge risk.,"foreign-policy,military,terrorism",stephen-hayes,Senior writer for the Weekly Standard,,none,2.0,0.0,1.0,1.0,0.0,"a discussion on ""Fox News Sunday""",1
13111.json,half-true,Says Israel profiles based on ethnicity and does it very successfully.,"israel,terrorism",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,an interview on Fox News,1
12291.json,half-true,Says Sherwin-Williams is making lead paint and poisoning people around the world.,"consumer-safety,environment",occupational-knowledge-international,,,organization,0.0,0.0,1.0,0.0,0.0,a petition on Change.org,1
3729.json,true,"When the governor announced his jobs budget, 99 folks from the Department of Taxation were let go the next day.","government-efficiency,jobs,state-budget",nina-turner,State senator,Ohio,democrat,1.0,0.0,0.0,0.0,0.0,a forum on the state budget,1
4113.json,true,"Some criminals have learned how to spy on Americans, hacking into our home computers and looking out through the video camera attached to the screen.","crime,technology",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,2.0,3.0,2.0,7.0,0.0,a speech in the U.S. Senate,1
12806.json,half-true,Says Indiana Gov. Mike Pence denies that theres such a thing as evolution.,"religion,science",jerry-brown,,California,democrat,0.0,0.0,3.0,2.0,0.0,a speech at the Democratic National Convention.,1
1249.json,half-true,Insurance companies have seen their profits soar by more than 400 percent since 2001.,"corporations,health-care",jay-rockefeller,U.S. Senator,West Virginia,democrat,0.0,0.0,1.0,0.0,0.0,a column in the newspaper Roll Call,1
2566.json,true,"Since the stimulus package was passed, Ohios lost over 100,000 more jobs.","economy,message-machine,stimulus",rob-portman,U.S. senator from Ohio,Ohio,republican,3.0,5.0,11.0,11.0,1.0,a television campaign ad,1
8975.json,mostly-true,Barry Smitherman doesnt have enough legal experience to apply for most of the jobs at the attorney generals office.,"candidates-biography,legal-issues",ken-paxton,Attorney general-elect,Texas,republican,0.0,2.0,0.0,1.0,0.0,a radio interview,1
7064.json,true,Says Connie Mack wrote a letter to the Department of Transportation in order to get $29 million in stimulus for his congressional district.,stimulus,bill-nelson,,Florida,democrat,3.0,1.0,8.0,10.0,0.0,"a debate in Davie, Fla.",1
7384.json,half-true,Says Texas ranks first among the states in the amount of carbon dioxide emitted and toxic chemicals released into water.,"climate-change,environment,public-health,water",sacramento-bee-editorial-board,,,none,1.0,0.0,1.0,1.0,0.0,an editorial.,1
6204.json,half-true,"By eliminating the public intervenors office, I was the first one to fire Kathleen Falk.","environment,state-budget,state-finances",tommy-thompson,,Wisconsin,republican,6.0,8.0,2.0,5.0,3.0,a speech,1
5154.json,half-true,Says Rick Santorum voted to let convicted felons vote.,"crime,criminal-justice,elections,message-machine-2012",restore-our-future,super PAC,,republican,1.0,0.0,3.0,1.0,2.0,a television ad,1
4620.json,mostly-true,Says Republicans want to cut education by 25 percent.,"education,federal-budget,new-hampshire-2012",david-axelrod,,,democrat,2.0,1.0,6.0,7.0,0.0,a speech to the New Hampshire Institute of Politics,1
5741.json,half-true,Says a bill requiring ultrasounds before abortions was supported by Republicans and Democrats.,abortion,bob-mcdonnell,Governor,Virginia,republican,6.0,5.0,7.0,6.0,3.0,a TV interview.,1
12124.json,mostly-true,80 percent of the American people havent gotten a pay raise since the crash.,jobs,bill-clinton,former president,Arkansas,democrat,4.0,2.0,12.0,11.0,3.0,a campaign rally for Hillary Clinton,1
13294.json,half-true,Colorado saw increased incidents of emergency room visits by young people and increased incidents of driving while under the influence of marijuana following the legalization of recreational pot.,"marijuana,public-health,transportation",scott-jones,Sacramento County Sheriff,California,republican,0.0,1.0,1.0,0.0,0.0,a U.S. Congressional campaign debate,1
9979.json,half-true,On opposing legislation that would take away existing health care plans.,"health-care,voting-record",mark-warner,U.S. Senator,Virginia,democrat,3.0,1.0,6.0,3.0,0.0,,1
12083.json,half-true,"As a sign of extraordinary progress, there are half as many (primary-age) children out of school today as there were 15 years ago.","education,foreign-policy",gayle-smith,,,democrat,0.0,0.0,1.0,2.0,0.0,a speech on Capitol Hill,1
112.json,half-true,"Hillary stood up for universal health care when almost no one else would, and kept standing till 6-million kids had coverage.",health-care,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a TV ad airing in Iowa and New Hampshire.,1
6004.json,true,"Says there have been some job gains in the McMansion State since Mr. Christie took office, but they have lagged gains both in the nation as a whole and in New York and Connecticut, the obvious points of comparison.","jobs,pundits",paul-krugman,New York Times columnist,,none,0.0,2.0,3.0,4.0,0.0,a column in The New York Times,1
11378.json,mostly-true,Planned Parenthood is an organization that funnels millions of dollars in political contributions to pro-abortion candidates.,"abortion,campaign-finance",carly-fiorina,,California,republican,5.0,5.0,4.0,3.0,2.0,"an interview on Fox News' ""Hannity""",1
10463.json,mostly-true,More people have watched Morning Joe than CNN and HLN 5 years in a row.,polls,joe-scarborough,Host of a morning show on MSNBC,,none,1.0,4.0,3.0,3.0,0.0,a tweet on Twitter,1
12944.json,true,"In Congress right now, were doing the best job we have ever done in women in the federal legislature, but its still only 19 percent.",women,tim-kaine,U.S. Senator,Virginia,democrat,8.0,3.0,15.0,15.0,0.0,a campaign event,1
7682.json,true,Most state employees did not receive any pay raise from 2009 to 2012.,"economy,state-budget,state-finances,workers",texas-state-employees-union,,,none,0.0,0.0,0.0,0.0,0.0,an organization web page.,1
8356.json,half-true,Eighty-five percent of governments running right now. Only 15 percent of government spending is shut down.,federal-budget,rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7.0,8.0,10.0,12.0,3.0,an interview on CNN,1
3845.json,half-true,Says public education will get more money in 2012-13 though lawmakers cut $15 billion in overall spending.,"education,state-budget,state-finances",michael-sullivan,"president and ceo, Empower Texans",Texas,republican,1.0,0.0,3.0,1.0,0.0,a tweet.,1
11743.json,half-true,We have completely turned our economy around.,economy,rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,his 2016 State of the State address,1
12330.json,half-true,"Theres only three countries in the entire world wheretheres no paid vacation by law, we happen to be one of them.","government-regulation,workers",alan-grayson,U.S. House of Representatives,Florida,democrat,6.0,5.0,4.0,11.0,1.0,an Orlando debate,1
2500.json,true,"An organized crime syndicate was extorting money from his (Tom Ganleys) business, threatening his family, but he fought back and won the FBIs highest civilian award","crime,message-machine",tom-ganley,Businessman,Ohio,republican,1.0,0.0,0.0,1.0,0.0,a campaign video,1
2349.json,half-true,"By releasing only basic tax information, former U.S. Congressman Nathan Deal is hiding more than hes disclosed about his business dealing with the state.",taxes,emil-runge,,,democrat,0.0,0.0,1.0,0.0,0.0,a statement,1
10536.json,mostly-true,"22 times Barack Obama said he did not have the authority to implement this type of anti-deportation measure. And then the day after he signed this into law, he said, quote, I just changed the law.",immigration,greg-abbott,governor,Texas,republican,11.0,3.0,8.0,6.0,5.0,an interview with Sean Hannity on Fox News,1
8948.json,true,"Since 2009, Georgias public schools have lost nearly 9,000 classroom teachers while the number of students has gone up.",education,jason-carter,State Senator,Georgia,democrat,1.0,0.0,2.0,1.0,0.0,press statement,1
11204.json,half-true,The number of people who believeinsocialism ...is increasing.,polls,ben-carson,,,republican,7.0,12.0,3.0,2.0,4.0,"an interview on ""Fox News Sunday""",1
8802.json,mostly-true,"After years of 5.5 percent average tuition increases, we now have a two-year tuition freeze for the first time in the history of the UW System.","education,state-budget,state-finances",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a speech,1
13328.json,true,Were already bombing seven countries.,"afghanistan,foreign-policy,history,iraq,military,terrorism",jill-stein,Presidential nominee,Massachusetts,green,0.0,1.0,0.0,0.0,1.0,a Green Party rally at Huston-Tillotson University in Austin,1
7513.json,mostly-true,"Ohio Republicans made significant gains during [Chris McNultys] time at the ORP, including the extremely successful re-election of President Bush in Ohio.","elections,states",bob-bennett,Ohio Republican Party chairman,Ohio,republican,0.0,0.0,0.0,1.0,0.0,a news release ,1
5489.json,half-true,Says the federal government tells health insurance companies how much money theyre allowed to keep of what they receive in revenues -- 15 percent.,health-care,rick-santorum,,Pennsylvania,republican,12.0,16.0,13.0,7.0,5.0,a campaign speech,1
11477.json,mostly-true,"Since 2001, higher education in the state has been cut or allowed to erode ... by 35 or 40 percent.","education,state-budget",chris-koster,Attorney general of Missouri,Missouri,democrat,0.0,0.0,2.0,3.0,0.0,comments at the Missouri State Fair as quoted by the Columbia Daily Tribune,1
12782.json,mostly-true,Says Hillary Clinton helped get done the Childrens Health Insurance Program.,health-care,bill-clinton,former president,Arkansas,democrat,4.0,2.0,12.0,11.0,3.0,a speech at the Democratic convention,1
3025.json,true,Its taken more time to complete the Towpath Trail than it did to build the (Ohio Erie) Canal.,recreation,dan-moore,Commissioner for Cleveland MetroParks,Ohio,none,0.0,0.0,0.0,0.0,0.0,an interview with The Plain Dealer,1
